Type,Date,Time,Location,City,County,Zip,Geocode
NFS,12/29/2013,252,4400 Reisterstown Rd,Baltimore,Balto. City,21215,"4400 Reisterstown Rd
Baltimore 21215
(39.339279745000454, -76.66824378299964)"
NFS,02/02/2013,336,3411 Reisterstown Rd.,Baltimore,Balto. City,21215,"3411 Reisterstown Rd.
Baltimore 21215
(39.32685930000048, -76.65871441199965)"
NFS,06/23/2013,127,5100 Arbutus Ave,Baltimore,Balto. City,21215,"5100 Arbutus Ave
Baltimore 21215
(39.34328968700049, -76.68127263299965)"
NFS,09/28/2013,308,3700 Columbus Dr,Baltimore,Balto. City,21215,"3700 Columbus Dr
Baltimore 21215
(39.33739346100049, -76.67545245799965)"
NFS,03/10/2013,1821,3300 Reisterstown Rd.,Baltimore,Balto. City,21215,"3300 Reisterstown Rd.
Baltimore 21215
(39.32470222900048, -76.65718763899963)"
NFS,12/08/2013,645,3600 Liberty Heights Ave,Baltimore,Balto. City,21215,"3600 Liberty Heights Ave
Baltimore 21215
(39.32574734800045, -76.67662317599968)"
NFS,08/04/2013,2305,3900 Dolfield Ave,Baltimore,Balto. City,21215,"3900 Dolfield Ave
Baltimore 21215
(39.339496374000475, -76.68122078099964)"
NFS,04/19/2013,2150,2401 W. Belvedere Ave.,Baltimore,Balto. City,21215,"2401 W. Belvedere Ave.
Baltimore 21215
(39.35468575400046, -76.66225076499967)"
NFS,06/23/2013,127,5100 Arbutus Ave,Baltimore,Balto. City,21215,"5100 Arbutus Ave
Baltimore 21215
(39.34328968700049, -76.68127263299965)"
NFS,07/22/2013,334,3900 Oakford Ave,Baltimore,Balto. City,21215,"3900 Oakford Ave
Baltimore 21215
(39.335989534000475, -76.68202052899966)"
NFS,12/07/2013,424,4110 W Garrison Ave,Baltimore,Balto. City,21215,"4110 W Garrison Ave
Baltimore 21215
(39.34167073100048, -76.68271413799965)"
NFS,12/07/2013,424,4110 W Garrison Ave,Baltimore,Balto. City,21215,"4110 W Garrison Ave
Baltimore 21215
(39.34167073100048, -76.68271413799965)"
NFS,06/23/2013,127,5100 Arbutus Ave,Baltimore,Balto. City,21215,"5100 Arbutus Ave
Baltimore 21215
(39.34328968700049, -76.68127263299965)"
NFS,08/18/2013,2038,4000 W Belvedere Ave,Baltimore,Balto. City,21215,"4000 W Belvedere Ave
Baltimore 21215
(39.344141222000474, -76.68246409299968)"
NFS,09/06/2013,1328,3000 Spaulding Ave,Baltimore,Balto. City,21215,"3000 Spaulding Ave
Baltimore 21215
(39.34976551000045, -76.67225372399963)"
NFS,09/07/2013,2200,Nadine Dr and Brookmill Rd,Pikesville,Baltimore,21215,"Nadine Dr and Brookmill Rd
Pikesville 21215
(39.35726086300048, -76.71199772499966)"
NFS,01/14/2013,2110,2800 Violet Ave.,Baltimore,Balto. City,21215,"2800 Violet Ave.
Baltimore 21215
(39.32981605500049, -76.66181174599967)"
NFS,01/28/2013,2110,5100 Queensberry Ave.,Baltimore,Balto. City,21215,"5100 Queensberry Ave.
Baltimore 21215
(39.35004205700045, -76.67194606499964)"
NFS,09/07/2013,2200,Nadine Dr and Brookmill Rd,Pikesville,Baltimore,21215,"Nadine Dr and Brookmill Rd
Pikesville 21215
(39.35726086300048, -76.71199772499966)"
NFS,11/25/2013,153,2700 Reisterstown Rd,Baltimore,Balto. City,21215,"2700 Reisterstown Rd
Baltimore 21215
(39.318721886000446, -76.65279629299965)"
NFS,01/07/2013,1539,2800 Norfolk Ave.,Baltimore,Balto. City,21215,"2800 Norfolk Ave.
Baltimore 21215
(39.32807610900045, -76.66032184499966)"
NFS,08/28/2013,2221,5440 Reisterstown Rd,Baltimore,Balto. City,21215,"5440 Reisterstown Rd
Baltimore 21215
(39.34714637400049, -76.68951720899963)"
NFS,04/10/2013,2051,2500 Loyola Southway,Baltimore,Balto. City,21215,"2500 Loyola Southway
Baltimore 21215
(39.33782787100046, -76.65927902999965)"
NFS,12/24/2013,2348,3800 W Belvedere Ave,Baltimore,Balto. City,21215,"3800 W Belvedere Ave
Baltimore 21215
(39.34478189100048, -76.68185338299963)"
NFS,08/18/2013,2038,4000 W Belvedere Ave,Baltimore,Balto. City,21215,"4000 W Belvedere Ave
Baltimore 21215
(39.344141222000474, -76.68246409299968)"
NFS,06/24/2013,2200,Dorchester Rd,Baltimore,Baltimore,21215,"Dorchester Rd
Baltimore 21215
(39.32694191200045, -76.67405049699966)"
NFS,08/26/2013,227,2401 W Belvedere,Baltimore,Balto. City,21215,"2401 W Belvedere
Baltimore 21215
(39.35468575400046, -76.66225076499967)"
NFS,03/01/2013,1722,5100 Chalgrove Ave.,Baltimore,Balto. City,21215,"5100 Chalgrove Ave.
Baltimore 21215
(39.35038082800048, -76.67120629899966)"
NFS,08/18/2013,2038,4000 W Belvedere Ave,Baltimore,Balto. City,21215,"4000 W Belvedere Ave
Baltimore 21215
(39.344141222000474, -76.68246409299968)"
NFS,12/21/2013,136,3100 Wylie Ave,Baltimore,Balto. City,21215,"3100 Wylie Ave
Baltimore 21215
(39.34159667300048, -76.66629689499968)"
NFS,04/10/2013,2051,2500 Loyola Southway,Baltimore,Balto. City,21215,"2500 Loyola Southway
Baltimore 21215
(39.33782787100046, -76.65927902999965)"
NFS,06/29/2013,1520,800 N Bentalou St,Baltimore,Balto. City,21216,"800 N Bentalou St
Baltimore 21216
(39.29743808800049, -76.65340584999967)"
NFS,10/11/2013,1950,3000 Arunah Ave,Baltimore,Balto. City,21216,"3000 Arunah Ave
Baltimore 21216
(39.295127763000494, -76.66687141499966)"
NFS,03/11/2013,2230,2100 Garrison Blvd.,Baltimore,Balto. City,21216,"2100 Garrison Blvd.
Baltimore 21216
(39.31140824200048, -76.67516070499966)"
NFS,12/17/2013,2149,4506 Westchester Ave,Baltimore,Balto. City,21216,"4506 Westchester Ave
Baltimore 21216
(39.31821496700047, -76.69029205499965)"
NFS,04/10/2013,2357,3200 Vickers Rd.,Baltimore,Balto. City,21216,"3200 Vickers Rd.
Baltimore 21216
(39.31785767400049, -76.67156811599966)"
NFS,06/17/2013,2345,1105 N Bentalou St.,Baltimore,Balto. City,21216,"1105 N Bentalou St.
Baltimore 21216
(39.300873040000454, -76.65353490499967)"
NFS,05/12/2013,1350,4000 9th St.,Baltimore,Balto. City,21216,"4000 9th St.
Baltimore 21216
(39.234429831000455, -76.59796839299963)"
NFS,06/24/2013,44,800 E Cold Spring La,Baltimore,Balto. City,21216,"800 E Cold Spring La
Baltimore 21216
(39.31157821900047, -76.67243752099967)"
NFS,04/10/2013,2357,3200 Vickers Rd.,Baltimore,Balto. City,21216,"3200 Vickers Rd.
Baltimore 21216
(39.31785767400049, -76.67156811599966)"
NFS,06/21/2013,1851,1600 N Smallwood St,Baltimore,Balto. City,21216,"1600 N Smallwood St
Baltimore 21216
(39.30654802800046, -76.65254624699963)"
NFS,06/17/2013,2345,1105 N Bentalou St.,Baltimore,Balto. City,21216,"1105 N Bentalou St.
Baltimore 21216
(39.300873040000454, -76.65353490499967)"
NFS,07/13/2013,2128,3400 Walbrook Ave,Baltimore,Balto. City,21216,"3400 Walbrook Ave
Baltimore 21216
(39.30993601400047, -76.67427427499968)"
NFS,04/16/2013,1614,3825 Clifton Ave.,Baltimore,Balto. City,21216,"3825 Clifton Ave.
Baltimore 21216
(39.31097509500046, -76.68245487499968)"
NFS,04/01/2013,2132,1905 N. Bentalou St.,Baltimore,Balto. City,21216,"1905 N. Bentalou St.
Baltimore 21216
(39.309810289000495, -76.65406967399963)"
NFS,09/03/2013,1507,2200 W Lanvale St,Baltimore,Balto. City,21216,"2200 W Lanvale St
Baltimore 21216
(39.29708779400045, -76.65256122699964)"
NFS,06/23/2013,2255,800 Whitmore Ave,Baltimore,Balto. City,21216,"800 Whitmore Ave
Baltimore 21216
(39.29695066300047, -76.65800524999963)"
NFS,04/14/2013,1535,1600 N. Ellamont St.,Baltimore,Balto. City,21216,"1600 N. Ellamont St.
Baltimore 21216
(39.30588892300045, -76.67079608699964)"
NFS,05/22/2013,2314,2900 North Loudon Ave,Baltimore,Balto. City,21216,"2900 North Loudon Ave
Baltimore 21216
(39.317369106000456, -76.68760211799963)"
NFS,05/22/2013,2314,2900 North Loudon Ave,Baltimore,Balto. City,21216,"2900 North Loudon Ave
Baltimore 21216
(39.317369106000456, -76.68760211799963)"
NFS,08/30/2013,2313,1600 Ruxton Ave,Baltimore,Balto. City,21216,"1600 Ruxton Ave
Baltimore 21216
(39.306468521000454, -76.65494645099966)"
NFS,05/27/2013,2227,1801 N Rosedale St,Baltimore,Balto. City,21216,"1801 N Rosedale St
Baltimore 21216
(39.30827299500049, -76.66922552699964)"
NFS,12/23/2013,2005,1700 Ashburton St,Baltimore,Balto. City,21216,"1700 Ashburton St
Baltimore 21216
(39.307447960000445, -76.66216549699965)"
NFS,03/30/2013,2300,2400 Harlem Ave.,Baltimore,Balto. City,21216,"2400 Harlem Ave.
Baltimore 21216
(39.29628811100048, -76.65503171999967)"
NFS,06/02/2013,9,1600 Hilton Pkwy,Baltimore,Balto. City,21216,"1600 Hilton Pkwy
Baltimore 21216
(39.302873649000446, -76.67364430999964)"
NFS,12/04/2013,2230,3224 Belmont Ave,Baltimore,Balto. City,21216,"3224 Belmont Ave
Baltimore 21216
(39.30249660600049, -76.67132267999966)"
NFS,06/27/2013,114,2901 W North Ave,Baltimore,Balto. City,21216,"2901 W North Ave
Baltimore 21216
(39.309083048000446, -76.66606942699963)"
NFS,07/14/2013,103,3000 Garrison Blvd.,Baltimore,Balto. City,21216,"3000 Garrison Blvd.
Baltimore 21216
(39.32149918100049, -76.67870525799964)"
NFS,05/22/2013,2314,2900 North Loudon Ave,Baltimore,Balto. City,21216,"2900 North Loudon Ave
Baltimore 21216
(39.317369106000456, -76.68760211799963)"
NFS,11/02/2013,1433,3210 Normount Ave,Baltimore,Balto. City,21216,"3210 Normount Ave
Baltimore 21216
(39.30194696700045, -76.67067048899963)"
NFS,09/14/2013,124,3200 Chelsea Terr,Baltimore,Balto. City,21216,"3200 Chelsea Terr
Baltimore 21216
(39.323984357000484, -76.68341933499966)"
NFS,08/11/2013,2140,1900 W North Ave,Baltimore,Balto. City,21217,"1900 W North Ave
Baltimore 21217
(39.3098377930005, -76.64829202299967)"
NFS,07/03/2013,24,718 W North Ave,Baltimore,Balto. City,21217,"718 W North Ave
Baltimore 21217
(39.31069602500048, -76.62982862099966)"
NFS,11/23/2013,1747,800 Spedden St,Baltimore,Balto. City,21217,"800 Spedden St
Baltimore 21217
(39.29716310600048, -76.65246575999964)"
NFS,07/09/2013,1437,600 N Carrollton Ave,Baltimore,Balto. City,21217,"600 N Carrollton Ave
Baltimore 21217
(39.29559904700045, -76.63715637099966)"
NFS,07/01/2013,2030,300 McMechen St,Baltimore,Balto. City,21217,"300 McMechen St
Baltimore 21217
(39.30623143300045, -76.62929569999966)"
NFS,04/12/2013,1436,2300 Druid Hill Ave.,Baltimore,Balto. City,21217,"2300 Druid Hill Ave.
Baltimore 21217
(39.31079879600048, -76.63873269299967)"
NFS,09/03/2013,149,2400 McCulloh St,Baltimore,Balto. City,21217,"2400 McCulloh St
Baltimore 21217
(39.312119710000445, -76.63873463399966)"
NFS,05/15/2013,1820,1300 N. Carey St.,Baltimore,Balto. City,21217,"1300 N. Carey St.
Baltimore 21217
(39.30345127300046, -76.63899964599966)"
NFS,01/13/2013,555,2100 W. North Ave.,Baltimore,Balto. City,21217,"2100 W. North Ave.
Baltimore 21217
(39.30969596400047, -76.65141508399967)"
NFS,01/13/2013,555,2100 W. North Ave.,Baltimore,Balto. City,21217,"2100 W. North Ave.
Baltimore 21217
(39.30969596400047, -76.65141508399967)"
NFS,07/09/2013,1437,600 N Carrollton Ave,Baltimore,Balto. City,21217,"600 N Carrollton Ave
Baltimore 21217
(39.29559904700045, -76.63715637099966)"
NFS,01/01/2013,1555,500 Dolphin St.,Baltimore,Balto. City,21217,"500 Dolphin St.
Baltimore 21217
(39.30090300000046, -76.62797959899967)"
NFS,02/28/2013,1134,"1608 W. Lafayette St,",Baltimore,Balto. City,21217,"1608 W. Lafayette St,
Baltimore 21217
(39.29891302100049, -76.64318634899968)"
NFS,02/03/2013,2131,2821 Woodbrook Ave.,Baltimore,Balto. City,21217,"2821 Woodbrook Ave.
Baltimore 21217
(39.31425333700048, -76.64596095699966)"
NFS,05/13/2013,1237,1800 Presstman St.,Baltimore,Balto. City,21217,"1800 Presstman St.
Baltimore 21217
(39.305297803000485, -76.64668113299967)"
NFS,08/26/2013,1811,300 McMechen St,Baltimore,Balto. City,21217,"300 McMechen St
Baltimore 21217
(39.30623143300045, -76.62929569999966)"
NFS,07/09/2013,1437,600 N Carrollton Ave,Baltimore,Balto. City,21217,"600 N Carrollton Ave
Baltimore 21217
(39.29559904700045, -76.63715637099966)"
NFS,08/20/2013,2315,1100 Laurens St,Baltimore,Balto. City,21217,"1100 Laurens St
Baltimore 21217
(39.303444897000475, -76.63694679999963)"
NFS,06/05/2013,2200,1900 W Lafayette St,Baltimore,Balto. City,21217,"1900 W Lafayette St
Baltimore 21217
(39.29875745100048, -76.64784148099966)"
NFS,07/28/2013,2032,1900 Presstman St,Baltimore,Balto. City,21217,"1900 Presstman St
Baltimore 21217
(39.305252925000445, -76.64799675699965)"
NFS,07/22/2013,2314,300 Mosher St,Baltimore,Balto. City,21217,"300 Mosher St
Baltimore 21217
(39.304993065000474, -76.62859696999965)"
NFS,08/27/2013,1715,2700 Pennsylvania Ave,Baltimore,Balto. City,21217,"2700 Pennsylvania Ave
Baltimore 21217
(39.31257676700045, -76.64553922199963)"
NFS,12/01/2013,1707,1100 Monroe St,Baltimore,Balto. City,21217,"1100 Monroe St
Baltimore 21217
(39.301009009000495, -76.64768592299964)"
NFS,03/08/2013,2245,900 N. Calhoun St.,Baltimore,Balto. City,21217,"900 N. Calhoun St.
Baltimore 21217
(39.29908037000047, -76.64015566399968)"
NFS,07/16/2013,2002,2422 Madison Ave,Baltimore,Balto. City,21217,"2422 Madison Ave
Baltimore 21217
(39.31315982200044, -76.63844346999963)"
NFS,07/28/2013,2055,1500 E Madison St,Baltimore,Balto. City,21217,"1500 E Madison St
Baltimore 21217
(39.299354939000466, -76.59754146699964)"
NFS,12/01/2013,1707,1100 Monroe St,Baltimore,Balto. City,21217,"1100 Monroe St
Baltimore 21217
(39.301009009000495, -76.64768592299964)"
NFS,07/06/2013,2305,1900 Herbert St,Baltimore,Balto. City,21217,"1900 Herbert St
Baltimore 21217
(39.31037585000047, -76.64828339199966)"
NFS,06/06/2013,112,2200 Druid Hill Ave,Baltimore,Balto. City,21217,"2200 Druid Hill Ave
Baltimore 21217
(39.309127987000466, -76.63746172599963)"
NFS,07/28/2013,2055,1500 E Madison St,Baltimore,Balto. City,21217,"1500 E Madison St
Baltimore 21217
(39.299354939000466, -76.59754146699964)"
NFS,07/16/2013,1221,2225 N Monroe St,Baltimore,Balto. City,21217,"2225 N Monroe St
Baltimore 21217
(39.31379933800048, -76.64842453599965)"
NFS,04/05/2013,1538,1600 Mosher St.,Baltimore,Balto. City,21217,"1600 Mosher St.
Baltimore 21217
(39.29998558300048, -76.64310697399964)"
NFS,06/05/2013,2024,1800 Walbrook Ave,Baltimore,Balto. City,21217,"1800 Walbrook Ave
Baltimore 21217
(39.31094744100045, -76.64700146699965)"
NFS,08/12/2013,1401,1300 Pennsylvania Ave,Baltimore,Balto. City,21217,"1300 Pennsylvania Ave
Baltimore 21217
(39.30069674100048, -76.63116911499964)"
NFS,01/29/2013,2007,1500 N. Payson St.,Baltimore,Balto. City,21217,"1500 N. Payson St.
Baltimore 21217
(39.30524916100046, -76.64965903999968)"
NFS,07/09/2013,1437,600 N Carrollton Ave,Baltimore,Balto. City,21217,"600 N Carrollton Ave
Baltimore 21217
(39.29559904700045, -76.63715637099966)"
NFS,10/05/2013,246,300 E 24th St,Baltimore,Balto. City,21218,"300 E 24th St
Baltimore 21218
(39.31652667700047, -76.61263480399964)"
NFS,06/14/2013,401,2100 N Charles St,Baltimore,Balto. City,21218,"2100 N Charles St
Baltimore 21218
(39.313322153000456, -76.61672937699967)"
NFS,02/20/2013,1026,600 Pen Lucy Ave.,Baltimore,Balto. City,21218,"600 Pen Lucy Ave.
Baltimore 21218
(39.33597638100048, -76.60740998799963)"
NFS,10/31/2013,1758,2000 Homewood Ave,Baltimore,Balto. City,21218,"2000 Homewood Ave
Baltimore 21218
(39.31301809100046, -76.60724544099963)"
NFS,12/23/2013,1706,2919 Matthews St,Baltimore,Balto. City,21218,"2919 Matthews St
Baltimore 21218
(39.32364126700048, -76.60730101899964)"
NFS,12/26/2013,1445,3200 blk The Alameda,Baltimore,Balto. City,21218,"3200 blk The Alameda
Baltimore 21218
(39.32599929200046, -76.60991723699965)"
NFS,04/19/2013,1119,2400 Greenmount Ave.,Baltimore,Balto. City,21218,"2400 Greenmount Ave.
Baltimore 21218
(39.31611446700049, -76.60951471199968)"
NFS,08/19/2013,2221,622 E 37th St,Baltimore,Balto. City,21218,"622 E 37th St
Baltimore 21218
(39.333647392000444, -76.60687786299968)"
NFS,10/17/2013,2311,1600 Northgate Rd,Baltimore,Balto. City,21218,"1600 Northgate Rd
Baltimore 21218
(39.345078028000444, -76.58920992599963)"
NFS,06/09/2013,956,1770 Montpellier St,Baltimore,Balto. City,21218,"1770 Montpellier St
Baltimore 21218
(39.31897538700048, -76.59384555499963)"
NFS,09/08/2013,320,4400 Marble Hall Rd,Baltimore,Balto. City,21218,"4400 Marble Hall Rd
Baltimore 21218
(39.343742533000466, -76.59550714599965)"
NFS,11/15/2013,1653,600 Wyanoke Ave,Baltimore,Balto. City,21218,"600 Wyanoke Ave
Baltimore 21218
(39.33734852200047, -76.60735144999967)"
NFS,05/21/2013,29,2815 Kennedy Ave,Baltimore,Balto. City,21218,"2815 Kennedy Ave
Baltimore 21218
(39.32315356100048, -76.59358052999966)"
NFS,01/30/2013,1318,2100 Guilford Ave,Baltimore,Balto. City,21218,"2100 Guilford Ave
Baltimore 21218
(39.31386847500045, -76.61262544399966)"
NFS,09/08/2013,320,4400 Marble Hall Rd,Baltimore,Balto. City,21218,"4400 Marble Hall Rd
Baltimore 21218
(39.343742533000466, -76.59550714599965)"
NFS - self inflicted,03/05/2013,2130,400 Ilchester Ave,Baltimore,Balto. City,21218,"400 Ilchester Ave
Baltimore 21218
(39.32282746600049, -76.61098113799966)"
NFS,04/14/2013,935,2700 Tivoly Ave.,Baltimore,Balto. City,21218,"2700 Tivoly Ave.
Baltimore 21218
(39.32220638600046, -76.59045899899968)"
NFS,06/01/2013,110,600 Cator Ave,Baltimore,Balto. City,21218,"600 Cator Ave
Baltimore 21218
(39.33901817800046, -76.60748165899963)"
NFS,05/22/2013,300,2600 Polk Street,Baltimore,Balto. City,21218,"2600 Polk Street
Baltimore 21218
(39.31995936700048, -76.59528306599964)"
NFS,01/18/2013,2100,2700 Hugo Ave.,Baltimore,Balto. City,21218,"2700 Hugo Ave.
Baltimore 21218
(39.32317660700045, -76.58907856499962)"
NFS,07/22/2013,2306,700 E 20th St,Baltimore,Balto. City,21218,"700 E 20th St
Baltimore 21218
(39.312607879000495, -76.60820183499965)"
NFS,08/27/2013,5,3713 Grrenmount Ave,Baltimore,Balto. City,21218,"3713 Grrenmount Ave
Baltimore 21218
(39.33428114700047, -76.60946473599967)"
NFS,02/08/2013,1543,1700 Homestead St.,Baltimore,Balto. City,21218,"1700 Homestead St.
Baltimore 21218
(39.32034545100049, -76.59463486799967)"
NFS,11/15/2013,1653,600 Wyanoke Ave,Baltimore,Balto. City,21218,"600 Wyanoke Ave
Baltimore 21218
(39.33734852200047, -76.60735144999967)"
NFS,05/26/2013,1702,2900 Kirk Ave,Baltimore,Balto. City,21218,"2900 Kirk Ave
Baltimore 21218
(39.32492783100048, -76.59526461199965)"
NFS,07/13/2013,1944,2005 Robb St,Baltimore,Balto. City,21218,"2005 Robb St
Baltimore 21218
(39.313408714000445, -76.60312948999967)"
NFS,01/09/2013,2306,1926 Cecil Ave,Baltimore,Balto. City,21218,"1926 Cecil Ave
Baltimore 21218
(39.31200869200046, -76.60520590199962)"
NFS,05/27/2013,322,1700 E 33rd St,Baltimore,Balto. City,21218,"1700 E 33rd St
Baltimore 21218
(39.32852780400049, -76.59187054399968)"
NFS,11/06/2013,1342,2300 Maryland Ave,Baltimore,Balto. City,21218,"2300 Maryland Ave
Baltimore 21218
(39.31575821700045, -76.61824627499965)"
NFS,06/15/2013,2359,4000 Brunswick St,Baltimore,Balto. City,21218,"4000 Brunswick St
Baltimore 21218
(39.27857033300046, -76.65895662299965)"
NFS,05/21/2013,1830,7500 block of Sparrows Point Rd,Edgemere,Baltimore,21219,"7500 block of Sparrows Point Rd
Edgemere 21219
(39.232329664000474, -76.44169600399965)"
NFS,02/18/2013,2349,Eastern Blvd.,Middle River,Baltimore,21220,"Eastern Blvd.
Middle River 21220
(39.328443208000465, -76.44144322699964)"
NFS,07/21/2013,204,Ballard Ave and Midigo Way,Baltimore,Baltimore,21220,"Ballard Ave and Midigo Way
Baltimore 21220
(39.337182414000495, -76.44458768099963)"
NFS,02/18/2013,2349,Eastern Blvd.,Middle River,Baltimore,21220,"Eastern Blvd.
Middle River 21220
(39.328443208000465, -76.44144322699964)"
NFS,10/02/2013,1640,2102 Southorn Rd,Middle River,Baltimore,21220,"2102 Southorn Rd
Middle River 21220
(39.320646196000496, -76.43417386399966)"
NFS,10/02/2013,1640,2102 Southorn Rd,Middle River,Baltimore,21220,"2102 Southorn Rd
Middle River 21220
(39.320646196000496, -76.43417386399966)"
NFS,11/26/2013,1325,214 Back River Neck Rd,Essex,Baltimore,21221,"214 Back River Neck Rd
Essex 21221
(39.30695017500045, -76.44342322999967)"
NFS,07/28/2013,25,1400 Strawflower Rd,Baltimore,Baltimore,21221,"1400 Strawflower Rd
Baltimore 21221
(39.30037309700049, -76.44516505899963)"
NFS,04/19/2013,3,104 Back River Neck Rd.,Essex,Baltimore,21221,"104 Back River Neck Rd.
Essex 21221
(39.312349767000455, -76.44829392599968)"
NFS,04/03/2013,43,Back River Neck Rd & Alconbury Rd.,Middle River,Baltimore,21221,"Back River Neck Rd &amp; Alconbury Rd.
Middle River 21221
(39.303748520000454, -76.45228912699963)"
NFS,04/19/2013,3,104 Back River Neck Rd.,Essex,Baltimore,21221,"104 Back River Neck Rd.
Essex 21221
(39.312349767000455, -76.44829392599968)"
NFS,04/19/2013,3,104 Back River Neck Rd.,Essex,Baltimore,21221,"104 Back River Neck Rd.
Essex 21221
(39.312349767000455, -76.44829392599968)"
NFS - self inflicted,03/08/2013,2015,Hopkins Creek Ln. & Lanmark Ct.,Essex,Baltimore,21221,"Hopkins Creek Ln. &amp; Lanmark Ct.
Essex 21221
(39.303748520000454, -76.45228912699963)"
NFS,08/24/2013,348,8240 Kavanagh Rd,Dundalk,Baltimore,21222,"8240 Kavanagh Rd
Dundalk 21222
(39.26147767800046, -76.48762245599966)"
NFS,11/15/2013,1908,1619 Four George's Ct,Dundalk,Baltimore,21222,"1619 Four George's Ct
Dundalk 21222
(39.27424430600047, -76.50800332499966)"
NFS,06/11/2013,2245,621 N Avondale Rd,Dundalk,Baltimore,21222,"621 N Avondale Rd
Dundalk 21222
(39.23987592900045, -76.50510243599967)"
NFS,11/02/2013,2050,735 N Avondale Rd,Dundalk,Baltimore,21222,"735 N Avondale Rd
Dundalk 21222
(39.23993491300047, -76.50425303199967)"
NFS,05/15/2013,2238,502 S. Gilmor St.,Baltimore,Balto. City,21223,"502 S. Gilmor St.
Baltimore 21223
(39.28205743100045, -76.64204550299968)"
NFS,05/27/2013,1238,1600 W Fayette St,Baltimore,Balto. City,21223,"1600 W Fayette St
Baltimore 21223
(39.28962792300047, -76.64262164399963)"
NFS,06/12/2013,240,1928 Lemmon St,Baltimore,Balto. City,21223,"1928 Lemmon St
Baltimore 21223
(39.28562835200046, -76.64786222199967)"
NFS,12/30/2013,2350,1900 Edmondson Ave,Baltimore,Balto. City,21223,"1900 Edmondson Ave
Baltimore 21223
(39.29516809400047, -76.64745200999965)"
NFS,07/02/2013,34,1600 W Baltimore St,Baltimore,Balto. City,21223,"1600 W Baltimore St
Baltimore 21223
(39.288398438000456, -76.64246147799963)"
NFS,07/06/2013,2247,"1900 Frederick Ave,",Baltimore,Balto. City,21223,"1900 Frederick Ave,
Baltimore 21223
(39.28678754800046, -76.64696920299963)"
NFS,06/24/2013,2022,001 S Catherine St,Baltimore,Balto. City,21223,"001 S Catherine St
Baltimore 21223
(39.28767312800045, -76.65613569099963)"
NFS,07/22/2013,1514,2100 W Fairmount Ave,Baltimore,Balto. City,21223,"2100 W Fairmount Ave
Baltimore 21223
(39.28872304000049, -76.65021492599965)"
NFS,05/21/2013,2001,1900 Edmondson Ave,Baltimore,Balto. City,21223,"1900 Edmondson Ave
Baltimore 21223
(39.29516809400047, -76.64745200999965)"
NFS,06/24/2013,2022,001 S Catherine St,Baltimore,Balto. City,21223,"001 S Catherine St
Baltimore 21223
(39.28767312800045, -76.65613569099963)"
NFS,12/03/2013,1201,200 S Pulaski St,Baltimore,Balto. City,21223,"200 S Pulaski St
Baltimore 21223
(39.284920412000474, -76.64990672299967)"
NFS - self inflicted,09/15/2013,549,1400 Lemmon St,Baltimore,Balto. City,21223,"1400 Lemmon St
Baltimore 21223
(39.28597235800049, -76.63949392299963)"
NFS,04/12/2013,1944,2752 Kinsey Ave.,Baltimore,Balto. City,21223,"2752 Kinsey Ave.
Baltimore 21223
(39.28788797600049, -76.66056612899968)"
NFS,01/12/2013,200,200 N. Franklintown Rd.,Baltimore,Balto. City,21223,"200 N. Franklintown Rd.
Baltimore 21223
(39.28999319600047, -76.66038752499963)"
NFS,08/24/2013,2117,1500 West Fayette St,Baltimore,Balto. City,21223,"1500 West Fayette St
Baltimore 21223
(39.28966825200047, -76.64170212299967)"
NFS,04/13/2013,56,100 N. Smallwood St.,Baltimore,Balto. City,21223,"100 N. Smallwood St.
Baltimore 21223
(39.289659034000465, -76.65159561499968)"
NFS,09/10/2013,2113,400 S Pulaski St,Baltimore,Balto. City,21223,"400 S Pulaski St
Baltimore 21223
(39.28286863700049, -76.64979575099966)"
NFS,05/23/2013,2222,1723 Hollins St,Baltimore,Balto. City,21223,"1723 Hollins St
Baltimore 21223
(39.28726344000046, -76.64459895999966)"
NFS,05/18/2013,44,1200 Glyndon Ave.,Baltimore,Balto. City,21223,"1200 Glyndon Ave.
Baltimore 21223
(39.282763780000494, -76.63558926899964)"
NFS,10/16/2013,1952,500 Poplar Grove St,Baltimore,Balto. City,21223,"500 Poplar Grove St
Baltimore 21223
(39.29321843300045, -76.66488603399966)"
NFS,05/21/2013,2043,488 Brunswick St,Baltimore,Balto. City,21223,"488 Brunswick St
Baltimore 21223
(39.27932537000049, -76.65941960799967)"
NFS,01/15/2013,1036,205 N. Fulton Ave.,Baltimore,Balto. City,21223,"205 N. Fulton Ave.
Baltimore 21223
(39.29109247200046, -76.64531567899968)"
NFS,04/27/2013,159,40 S. Calverton Rd.,Baltimore,Balto. City,21223,"40 S. Calverton Rd.
Baltimore 21223
(39.287421192000465, -76.65316796999963)"
NFS,08/24/2013,2117,1500 West Fayette St,Baltimore,Balto. City,21223,"1500 West Fayette St
Baltimore 21223
(39.28966825200047, -76.64170212299967)"
NFS,06/09/2013,1105,1900 Wilkens Ave,Baltimore,Balto. City,21223,"1900 Wilkens Ave
Baltimore 21223
(39.28203668900045, -76.64670878799967)"
NFS,08/24/2013,2117,1500 West Fayette St,Baltimore,Balto. City,21223,"1500 West Fayette St
Baltimore 21223
(39.28966825200047, -76.64170212299967)"
NFS,08/24/2013,2117,1500 West Fayette St,Baltimore,Balto. City,21223,"1500 West Fayette St
Baltimore 21223
(39.28966825200047, -76.64170212299967)"
